price,price_text,building,price_unit,url
2500,起,雷格斯商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1973.html
100,起,璟泰大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i939.html
145,起,财富广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i716.html
88,起,新宝利大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i842.html
100,起,建和中心大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1682.html
115,起,国德大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1092.html
70,起,万菱广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1140.html
93,起,广州世界贸易中心大厦（世贸大厦）,元/m²/月,http://gz.diandianzu.com/listing/detail-i1093.html
70,起,众创5号空间,元/m²/月,http://gz.diandianzu.com/listing/detail-i1740.html
85,起,富力盈盛广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1809.html
90,起,叁悦广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i2023.html
3478,起,雷格斯商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1880.html
3478,起,雷格斯商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1880.html
2500,起,雷格斯商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1973.html
100,起,新国际大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1704.html
1200,起,COWORK酷窝---289艺术PARK中心,元/月,http://gz.diandianzu.com/listing/detail-i1967.html
880,起,寰图商务,元/月,http://gz.diandianzu.com/listing/detail-i2128.html
140,起,中信广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1665.html
130,起,圣丰广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i923.html
130,起,城建大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i717.html
88,起,新宝利大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i842.html
82,起,天河新天地,元/m²/月,http://gz.diandianzu.com/listing/detail-i1887.html
71,起,御富科贸园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1741.html
155,起,创展中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i1598.html
75,起,天诚广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1986.html
1200,起,1918创意商务空间连锁,元/月,http://gz.diandianzu.com/listing/detail-i1658.html
6000,起,世服宏图-servcorp,元/月,http://gz.diandianzu.com/listing/detail-i1646.html
11000,起,德培利商务中心---高德置地H座,元/月,http://gz.diandianzu.com/listing/detail-i2028.html
115,起,国德大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1092.html
100,起,璟泰大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i939.html
90,起,达镖国际中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i1179.html
28,起,1860创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i2085.html
2300,起,Bee+创新青年业态,元/月,http://gz.diandianzu.com/listing/detail-i2195.html
120,起,平安大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i742.html
90,起,广州之窗商务港,元/m²/月,http://gz.diandianzu.com/listing/detail-i1749.html
1700,起,COWORK酷窝---富力盈凯中心,元/月,http://gz.diandianzu.com/listing/detail-i1865.html
145,起,财富广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i716.html
100,起,建和中心大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1682.html
69,起,保利世界贸易中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i1707.html
115,起,帝都大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i2018.html
125,起,恒健大厦（天伦大厦）,元/m²/月,http://gz.diandianzu.com/listing/detail-i738.html
57,起,百汇广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1850.html
100,,洋湾2025创新岛,元/m²/月,http://gz.diandianzu.com/listing/detail-i2079.html
94,起,跑马地大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1673.html
64,起,创锦产业园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1840.html
65,起,府前大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i846.html
70,起,万菱广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1140.html
1980,起,润弥东商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1621.html
93,起,广州世界贸易中心大厦（世贸大厦）,元/m²/月,http://gz.diandianzu.com/listing/detail-i1093.html
2330,起,创富港---天娱广场中心,元/月,http://gz.diandianzu.com/listing/detail-i1605.html
110,起,丽柏国际酒店,元/m²/月,http://gz.diandianzu.com/listing/detail-i1978.html
60,起,杨协成电子创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1748.html
115,起,银汇大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i779.html
130,起,珠江颐德中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i2230.html
85,起,富力盈盛广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1809.html
100,起,寰城海航广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i2176.html
95,起,尚层国际（祥龙大厦）,元/m²/月,http://gz.diandianzu.com/listing/detail-i1857.html
2270,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1683.html
2500,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1604.html
95,起,宜安广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1735.html
90,起,越秀城市广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1086.html
65,起,银海大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i913.html
61,,粤海凯旋大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1203.html
67,起,东方红创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i2000.html
100,起,富力天河商务大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i887.html
56,起,市桥合和大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1811.html
165,起,广州国际金融中心（IFC西塔),元/m²/月,http://gz.diandianzu.com/listing/detail-i722.html
3980,起,Compass,元/月,http://gz.diandianzu.com/listing/detail-i1620.html
118,起,新创举大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i274.html
100,起,成悦大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i776.html
2650,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1613.html
128,起,保利中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i734.html
72,起,华宫大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1010.html
145,起,中国市长大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1858.html
2300,起,欧特福商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1639.html
2500,起,广州精益商务有限公司,元/月,http://gz.diandianzu.com/listing/detail-i1617.html
3000,起,广州钜君商务服务有限公司,元/月,http://gz.diandianzu.com/listing/detail-i1666.html
105,起,正佳万豪酒店,元/m²/月,http://gz.diandianzu.com/listing/detail-i1972.html
5153,起,雷格斯商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1881.html
170,起,万菱国际中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i774.html
85,起,保利国际广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1235.html
95,起,南天广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1033.html
80,起,尚德大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i739.html
61,起,康富来国际大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i928.html
142,起,佛奥广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1765.html
37,起,37创新岛创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i2211.html
78,起,信德商务大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i786.html
92,起,龙泽商业大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1764.html
105,起,广东国际大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1914.html
7000,,积优 · 凤凰仓,元/月,http://gz.diandianzu.com/listing/detail-i2219.html
120,起,羊城同创汇,元/m²/月,http://gz.diandianzu.com/listing/detail-i1792.html
60,起,时代·国际单位,元/m²/月,http://gz.diandianzu.com/listing/detail-i131.html
85,起,汇隆大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1688.html
88,起,隆德大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i769.html
70,起,众创5号空间,元/m²/月,http://gz.diandianzu.com/listing/detail-i1740.html
80,起,长兴·智汇商务园,元/m²/月,http://gz.diandianzu.com/listing/detail-i2153.html
85,起,广州国际贸易中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i915.html
71,起,广东外经贸大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i743.html
40,起,燕岗创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1578.html
85,起,1850创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1739.html
90,起,时代广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1721.html
80,起,江湾商业中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i945.html
80,起,时代E-PARK,元/m²/月,http://gz.diandianzu.com/listing/detail-i2210.html
800,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1609.html
140,起,远洋大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1659.html
91,起,华普广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1078.html
95,起,达信大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i710.html
80,起,城光大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1332.html
75,起,生物工程大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1309.html
95,起,中华国际中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i1593.html
165,起,广州银行大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1339.html
75,起,广州喜尔宾酒店,元/m²/月,http://gz.diandianzu.com/listing/detail-i1712.html
110,起,勤建大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i768.html
100,起,南丰汇,元/m²/月,http://gz.diandianzu.com/listing/detail-i1313.html
60,起,国信大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i891.html
75,起,宏发大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i723.html
170,起,南雅中和广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1201.html
70,起,华海大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1716.html
500,起,中翱投资_彩蝶会创客公社,元/月,http://gz.diandianzu.com/listing/detail-i2227.html
70,起,奥体TO+科创营创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i2113.html
110,起,市政中环大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1276.html
126,起,富力科讯大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1077.html
9680,起,德培利商务中心---宝地广场,元/月,http://gz.diandianzu.com/listing/detail-i2213.html
70,起,广州启迪中海科技园,元/m²/月,http://gz.diandianzu.com/listing/detail-i2173.html
2290,起,雷格斯商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1684.html
160,起,邦华环球广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1575.html
100,起,东山广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i740.html
9500,起,小样青年社区,元/月,http://gz.diandianzu.com/listing/detail-i2205.html
888,起,雷格斯商务中心---粤海天河城中心,元/月,http://gz.diandianzu.com/listing/detail-i1655.html
65,起,鱼珠E-Park,元/m²/月,http://gz.diandianzu.com/listing/detail-i2091.html
48,起,四季中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i2158.html
500,起,轻云客联合办公社区,元/月,http://gz.diandianzu.com/listing/detail-i2146.html
95,起,粤能大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1677.html
111,起,美林基业大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i2042.html
110,起,高志大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1667.html
44,起,天健ID-CITY创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i2154.html
130,起,保利中达广物中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i781.html
180,起,侨鑫国际金融中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i2047.html
800,起,壹间空间,元/月,http://gz.diandianzu.com/listing/detail-i2155.html
100,起,智汇Park创意产业园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1699.html
50,起,润泰商业中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i1816.html
84,起,合景睿峰L7,元/m²/月,http://gz.diandianzu.com/listing/detail-i1995.html
110,起,蓝谷创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i2050.html
95,起,富海大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1624.html
95,起,临江507号创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1875.html
45,起,东峻广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i706.html
95,起,财富世纪广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1338.html
100,起,KB展望数码广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1641.html
60,起,现象工场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1672.html
145,起,立白中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i1790.html
30,起,石井国际大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1845.html
72,起,奥腾汇,元/m²/月,http://gz.diandianzu.com/listing/detail-i1955.html
115,起,天伦控股大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i2063.html
150,起,海航大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i780.html
160,起,珠江城大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i996.html
50,起,鲁思-湖畔空间,元/m²/月,http://gz.diandianzu.com/listing/detail-i2180.html
85,起,合景星辉广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i2107.html
75,起,丰伟大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i948.html
86,起,国际银行中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i1594.html
40,起,万晟商都大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1759.html
42,起,科汇园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1772.html
90,起,星光映景中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i1957.html
65,起,荔湾电子商务园,元/m²/月,http://gz.diandianzu.com/listing/detail-i2149.html
50,起,广州银利茶叶博览中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i1834.html
6000,起,COWORK酷窝---新世纪商贸中心,元/月,http://gz.diandianzu.com/listing/detail-i2198.html
50,起,启盛会展产业园,元/m²/月,http://gz.diandianzu.com/listing/detail-i2124.html
45,起,七喜创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1720.html
150,起,白云绿地中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i128.html
50,,汇金广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i143.html
78,起,M+创工场,元/m²/月,http://gz.diandianzu.com/listing/detail-i2088.html
101,起,红砖厂创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1886.html
120,起,丽丰中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i1694.html
100,起,云顶同创汇,元/m²/月,http://gz.diandianzu.com/listing/detail-i2177.html
40,起,番山创业中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i1402.html
1650,起,澜创空间商务中心,元/月,http://gz.diandianzu.com/listing/detail-i2141.html
250,起,周大福金融中心（东塔）,元/m²/月,http://gz.diandianzu.com/listing/detail-i2044.html
400,起,汇志创客空间,元/月,http://gz.diandianzu.com/listing/detail-i2192.html
500,起,番山蜂巢空间,元/月,http://gz.diandianzu.com/listing/detail-i2159.html
38,起,银丰电子商务大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i211.html
700,起,现象WE+联合办公空间,元/月,http://gz.diandianzu.com/listing/detail-i2103.html
42,起,沿江大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i930.html
46,起,华南新材料创新园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1814.html
45,起,富都大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1813.html
44,,红风创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1706.html
80,起,羊城创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1873.html
80,起,HI，Monday,元/m²/月,http://gz.diandianzu.com/listing/detail-i1970.html
78,起,万科云城,元/m²/月,http://gz.diandianzu.com/listing/detail-i2033.html
880,起,微谷众创社区,元/月,http://gz.diandianzu.com/listing/detail-i1976.html
550,起,英诺创业圈,元/月,http://gz.diandianzu.com/listing/detail-i2094.html
180,,天银大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1351.html
75,起,信基中创创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i2114.html
1100,起,牛集联合资源办公社区,元/月,http://gz.diandianzu.com/listing/detail-i2169.html
125,起,华以泰国际大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1862.html
600,起,"Hi,Monday平衡办公社区",元/月,http://gz.diandianzu.com/listing/detail-i2065.html
140,起,广州国际媒体港,元/m²/月,http://gz.diandianzu.com/listing/detail-i2080.html
298,起,广州创业生活空间,元/月,http://gz.diandianzu.com/listing/detail-i2132.html
55,起,金鹰大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i512.html
500,,粤嵌众创空间,元/月,http://gz.diandianzu.com/listing/detail-i2076.html
800,起,极地国际创新中心,元/月,http://gz.diandianzu.com/listing/detail-i2003.html
780,起,荔枝众创空间,元/月,http://gz.diandianzu.com/listing/detail-i2095.html
50,,天河慧通产业广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1758.html
120,,西门口广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i805.html
52,起,广佛数字创意园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1087.html
56,,广东外贸大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1107.html
48,起,盛恒商务中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i1750.html
50,起,coco文化产业园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1773.html
90,起,兴豪商务大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1778.html
90,起,保利天悦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1904.html
92,起,同泰壹号,元/m²/月,http://gz.diandianzu.com/listing/detail-i1911.html
25,起,广州钢铁交易中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i1996.html
800,起,科拓众创空间,元/月,http://gz.diandianzu.com/listing/detail-i2097.html
85,起,中侨大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i946.html
75,起,银政大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i952.html
75,起,天平架装饰城,元/m²/月,http://gz.diandianzu.com/listing/detail-i1761.html
51,起,江河大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i771.html
190,起,太古汇,元/m²/月,http://gz.diandianzu.com/listing/detail-i702.html
110,起,广一国际电子商务产业园,元/m²/月,http://gz.diandianzu.com/listing/detail-i2125.html
160,起,南岳大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1660.html
60,起,黄埔万科中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i2202.html
80,起,荔湾同创汇,元/m²/月,http://gz.diandianzu.com/listing/detail-i2117.html
3200,起,创吧孵化器,元/月,http://gz.diandianzu.com/listing/detail-i1884.html
82,起,万达广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i289.html
50,起,花城创意产业园-大北路园区,元/m²/月,http://gz.diandianzu.com/listing/detail-i2174.html
65,起,中国高科技成果转化基地,元/m²/月,http://gz.diandianzu.com/listing/detail-i2162.html
1000,起,JIC OFFICE 联合办公空间,元/月,http://gz.diandianzu.com/listing/detail-i2140.html
71,起,伟诚商务大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1705.html
110,起,紫园商务大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1849.html
50,起,五行互联网健康产业园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1971.html
40,,纳金科技产业园一期,元/m²/月,http://gz.diandianzu.com/listing/detail-i2060.html
70,,中智商务大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i953.html
45,起,南方易磬跨境电商产业园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1951.html
80,起,天河商贸大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i924.html
65,起,丰铂大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i856.html
130,起,建滔广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1649.html
110,起,新裕大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i892.html
5400,起,Coops克浦思商务中心,元/月,http://gz.diandianzu.com/listing/detail-i2112.html
5400,起,氢商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1833.html
130,起,好世界广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i911.html
2400,起,COWORK酷窝---叁悦广场中心,元/月,http://gz.diandianzu.com/listing/detail-i2089.html
2268,起,福卡斯国际商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1670.html
80,起,广州交易广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i841.html
110,起,财润国际大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1760.html
89,起,光大银行大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1878.html
3200,起,雷格斯商务中心---南丰汇中心,元/月,http://gz.diandianzu.com/listing/detail-i2021.html
63,起,五羊新城广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1870.html
79,起,大新银行大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1596.html
120,起,环球贸易中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i2179.html
1000,,韩都衣舍孵化基地,元/月,http://gz.diandianzu.com/listing/detail-i2160.html
600,起,广东文投创工场,元/月,http://gz.diandianzu.com/listing/detail-i2188.html
3350,起,雷格斯,元/月,http://gz.diandianzu.com/listing/detail-i2152.html
